title,recipe_link,img_link,ingredients,yield,nutrients,meal_type,subregion,region,total_calories,total_protein,total_fat,total_carb
Smoky Cod and Parsnip Chowder,https://www.allrecipes.com/recipe/13304/smoky-cod-and-parsnip-chowder/,https://www.allrecipes.com/thmb/jsRDEbQj7cFFp1Fwb6GsRsABHLg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7211905-0fea3a5a38174253be9675bed1b5267f.jpg,"['1 pound cod fillets', '0.5 pound lightly smoked cod, skin and bones removed', '0.5 lemon', '1 sprig fresh thyme', '1 pound parsnip, chopped', '0.5 pound potatoes', '3 tablespoons butter', '1 onion, chopped', '1 cup milk', '1 cup heavy whipping cream', 'salt to taste', 'ground black pepper to taste']",7 servings,"{'calories': '348 kcal', 'carbohydrateContent': '22 g', 'cholesterolContent': '101 mg', 'fiberContent': '5 g', 'proteinContent': '23 g', 'saturatedFatContent': '12 g', 'sodiumContent': '437 mg', 'sugarContent': '6 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",,state_ct,usa,1816.61,178.45000000000002,55.55,153.28
Smoky Four-Pepper Salsa,https://www.allrecipes.com/recipe/140294/smoky-four-pepper-salsa/,https://www.allrecipes.com/thmb/5L-juE7h7fng9z1Nm7cO65WVfl4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1554101-smoky-four-pepper-salsa-Ahunani71-4x3-1-2be568fe523942aeb468e156bea744ae.jpg,"['8 ripe plum tomatoes', '1 tablespoon vegetable oil', '4 poblano peppers', '4 Anaheim chile peppers', '1 jalapeno chile pepper, or more to taste', '1 large green bell pepper', '2 tablespoons chopped cilantro leaves', '2 tablespoons white vinegar', '0.25 onion', '2 cloves garlic', '2 teaspoons salt', '0.25 teaspoon mesquite flavored liquid smoke concentrate']",12 servings,"{'calories': '38 kcal', 'carbohydrateContent': '6 g', 'fiberContent': '2 g', 'proteinContent': '1 g', 'saturatedFatContent': '0 g', 'sodiumContent': '396 mg', 'sugarContent': '3 g', 'fatContent': '2 g', 'unsaturatedFatContent': '0 g'}",,state_co,usa,446.27,14.01,16.660000000000004,72.96000000000001
Smoky Irish Wolfhound,https://www.allrecipes.com/recipe/279008/smoky-irish-wolfhound/,https://www.allrecipes.com/thmb/x9UGpXy8AJRi-ekK8zf_CAI1sSY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7775772-68584a958af8455488747f504291a386.jpg,"['1 ruby red grapefruit', '0.5 teaspoon smoked salt, or to taste', '4 pieces crystallized ginger, divided', 'ice cubes, or as needed', '3 fluid ounces Irish whiskey', '2 cups crushed ice, or as needed', '2 ounces ginger beer (such as Fever Tree®)']",2 servings,"{'calories': '193 kcal', 'carbohydrateContent': '23 g', 'fiberContent': '2 g', 'proteinContent': '1 g', 'sodiumContent': '580 mg', 'sugarContent': '15 g', 'fatContent': '0 g', 'unsaturatedFatContent': '0 g'}",,state_ca,usa,362.85999999999996,1.99,0.39,43.309999999999995
Smoky Vegetarian Collard Greens,https://www.allrecipes.com/recipe/256591/smoky-vegetarian-collard-greens/,https://www.allrecipes.com/thmb/LhxSx_hLXrfV8a-wUS3R1quc9SY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4406712-0e705c61ef8e40988dcfff14d93886d6.jpg,"['2 tablespoons olive oil', '0.5 white onion, diced', '2 cloves garlic, chopped', '1 bunch collard greens, stems removed and leaves torn into bite-size pieces', '0.5 teaspoon red pepper flakes', '2 cups vegetable broth', '2 tablespoons apple cider vinegar', '1 teaspoon brown sugar', '0.25 teaspoon liquid smoke flavoring', '0.25 teaspoon smoked paprika']",4 servings,"{'calories': '108 kcal', 'carbohydrateContent': '9 g', 'fiberContent': '3 g', 'proteinContent': '2 g', 'saturatedFatContent': '1 g', 'sodiumContent': '245 mg', 'sugarContent': '3 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",side,southern,usa,385.02000000000004,7.47,29.18,27.200000000000003
Smooth Sweet Tea,https://www.allrecipes.com/recipe/109190/smooth-sweet-tea/,https://www.allrecipes.com/thmb/sJqixvCXkk8ETplBIEXyams0ek0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-109190-SmothSweetTea-0162-1x1-1-6737e3fd63f24ae2af55ffac895534cc.jpg,"['1 pinch baking soda', '2 cups boiling water', '6 tea bags', '0.75 cup white sugar', '6 cups cool water']",8 servings,"{'calories': '73 kcal', 'carbohydrateContent': '19 g', 'sodiumContent': '41 mg', 'sugarContent': '19 g', 'unsaturatedFatContent': '0 g'}",,southern,usa,580.5,0.0,0.0,149.97
Smothered Collard Greens and Cabbage,https://www.allrecipes.com/recipe/194914/smothered-collard-greens-and-cabbage/,https://www.allrecipes.com/thmb/FK80ZTg8bOwAsxexAG4OjYHXdpA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2535041-smothered-collard-greens-and-cabbage-Omega-4x3-1-25c7dda6d43745ed81620124c795d223.jpg,"['0.5 pound bacon, chopped', '0.5 large onion, chopped', '5 leaves collard greens - rinsed, trimmed and chopped', 'salt and ground black pepper to taste', '1 teaspoon greens seasoning, divided', '1 head cabbage, chopped', '1 pinch white sugar']",8 servings,"{'calories': '179 kcal', 'carbohydrateContent': '11 g', 'cholesterolContent': '19 mg', 'fiberContent': '5 g', 'proteinContent': '6 g', 'saturatedFatContent': '4 g', 'sodiumContent': '320 mg', 'sugarContent': '6 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",side,southern,usa,1702.0400000000002,119.95000000000002,87.42,135.67
Smothered Hamburger Steak,https://www.allrecipes.com/recipe/199386/smothered-hamburger-steak/,https://www.allrecipes.com/thmb/xrKaBedKqiA0xr7XJykciQwQ4JA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8832146-4f23e9b70d9047c3b079df2f12299ceb.jpg,"['2 eggs', '2 tablespoons minced onion', '1 tablespoon beef base', '0.5 teaspoon black pepper', '3 slices white bread', '2 pounds lean ground beef', '1 (10.75 ounce) can condensed cream of mushroom soup', '1 (10.75 ounce) can water', '1 dash Worcestershire sauce']",8 servings,"{'calories': '298 kcal', 'carbohydrateContent': '8 g', 'cholesterolContent': '121 mg', 'fiberContent': '0 g', 'proteinContent': '25 g', 'saturatedFatContent': '6 g', 'sodiumContent': '777 mg', 'sugarContent': '1 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",main,southern,usa,2817.39,294.91,137.81,79.3
Smothered Pheasant,https://www.allrecipes.com/recipe/216196/smothered-pheasant/,https://www.allrecipes.com/thmb/xD66VeBw-OwEMFhRO3J1bdj_mfs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7215701-c3d2769f57f34e899f0e47714bdccdfc.jpg,"['6 skinless, boneless pheasant breast halves', 'salt and black pepper to taste', '0.5 cup all-purpose flour', '0.5 cup butter', '2 cups half-and-half cream']",6 servings,"{'calories': '521 kcal', 'carbohydrateContent': '11 g', 'cholesterolContent': '176 mg', 'fiberContent': '0 g', 'proteinContent': '48 g', 'saturatedFatContent': '18 g', 'sodiumContent': '202 mg', 'sugarContent': '0 g', 'fatContent': '31 g', 'unsaturatedFatContent': '0 g'}",,state_ks,usa,5284.75,516.5899999999999,327.43,72.12
Snickerdoodles I,https://www.allrecipes.com/recipe/11624/snickerdoodles-i/,https://www.allrecipes.com/thmb/pyXf9AgpQLNT0HN8qCh9LZDLZOg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4517669-snickerdoodles-i-kathleen-landayto-1x1-1-4942d7cfec994b3bafca6003a1ee7650.jpg,"['1 cup shortening', '1.5 cups white sugar', '2 eggs', '2.75 cups all-purpose flour', '1 teaspoon baking soda', '2 teaspoons cream of tartar', '0.5 teaspoon salt', '2 tablespoons white sugar', '2 teaspoons ground cinnamon']",36 servings,"{'calories': '125 kcal', 'carbohydrateContent': '17 g', 'cholesterolContent': '10 mg', 'fiberContent': '0 g', 'proteinContent': '1 g', 'saturatedFatContent': '2 g', 'sodiumContent': '71 mg', 'sugarContent': '9 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",dessert,jewish,usa,4525.71,48.28,217.94,595.95
Snickerdoodles V,https://www.allrecipes.com/recipe/16164/snickerdoodles-v/,https://www.allrecipes.com/thmb/woVCGlFyauXDG7rHMd6S2amnSeY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/30885-d897ef9771a043d383d5ee04edcd3e54.jpg,"['1 cup shortening', '1.5 cups white sugar', '2 eggs', '2.75 cups sifted all-purpose flour', '1 teaspoon baking soda', '2 teaspoons cream of tartar', '0.5 teaspoon salt', '2 tablespoons white sugar', '2 teaspoons ground cinnamon']",18 servings,"{'calories': '250 kcal', 'carbohydrateContent': '33 g', 'cholesterolContent': '21 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '3 g', 'sodiumContent': '143 mg', 'sugarContent': '18 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}",dessert,jewish,usa,4525.71,48.28,217.94,595.95
So Moist Red Velvet Cake,https://www.allrecipes.com/recipe/46934/so-moist-red-velvet-cake/,https://www.allrecipes.com/thmb/Crb1z9XiqTzFPbEhkEM5aW15I5E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/583383-22c7eda26a0440bc9ffb77dd09822500.jpg,"['0.5 cup shortening', '1.5 cups white sugar', '2 eggs', '1 tablespoon cocoa powder', '1 ounce red food coloring', '2.25 cups self-rising flour', '1 teaspoon salt', '1 cup buttermilk', '1 teaspoon vanilla extract', '1 tablespoon apple cider vinegar', '1 teaspoon baking soda', '0.5 cup margarine', ""1 (16 ounce) package confectioners' sugar"", '1 teaspoon vanilla extract', '0.5 cup chopped walnuts']",16 servings,"{'calories': '393 kcal', 'carbohydrateContent': '61 g', 'cholesterolContent': '24 mg', 'fiberContent': '1 g', 'proteinContent': '4 g', 'saturatedFatContent': '3 g', 'sodiumContent': '538 mg', 'sugarContent': '47 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",dessert,southern,usa,6339.17,58.81,248.14,986.94
Soba Noodle Salad with Chicken and Sesame,https://www.allrecipes.com/recipe/245993/soba-noodle-salad-with-chicken-and-sesame/,https://www.allrecipes.com/thmb/lAGIHTdZ5k78m9-e8yc-O0VPXCg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3332559-0a5d1d63bbba423993ffd14cd151c9dc.jpg,"['2 tablespoons rice vinegar', '1 tablespoon vegetable oil', '1 tablespoon sesame oil', '1 tablespoon brown sugar', '1 tablespoon soy sauce', '2 teaspoons minced fresh ginger root', '4 ounces buckwheat soba noodles', '2 teaspoons vegetable oil', '1 boneless skinless chicken breast, cut into thin bite-size strips', '1 teaspoon chopped garlic', 'salt and ground black pepper to taste', '1 rib celery, sliced', '1 carrot, sliced', '0.5 red bell pepper, chopped', '0.25 cup chopped fresh cilantro', '2 tablespoons chopped green onion', '1 tablespoon sesame seeds']",3 servings,"{'calories': '340 kcal', 'carbohydrateContent': '38 g', 'cholesterolContent': '23 mg', 'fiberContent': '2 g', 'proteinContent': '16 g', 'saturatedFatContent': '2 g', 'sodiumContent': '704 mg', 'sugarContent': '7 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",salad,state_ca,usa,789.5000000000001,47.69,44.95,51.519999999999996
Soft Homemade Pretzels,https://www.allrecipes.com/recipe/230976/soft-homemade-pretzels/,https://www.allrecipes.com/thmb/uwYUikUHeaPG2WIdgu6p33a3rgM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2424447-soft-homemade-pretzels-Steve-Duve-4x3-1-a08af4e42c3a4c208d9d13e501946041.jpg,"['2 (.25 ounce) packages active dry yeast', '1 cup warm water (110 degrees F (43 degrees C))', '3.5 cups all-purpose flour', '2 tablespoons white sugar', '1 tablespoon shortening, melted', '1 teaspoon salt', '1 egg yolk', '1 tablespoon water', 'coarse salt, or to taste']",12 servings,"{'calories': '158 kcal', 'carbohydrateContent': '30 g', 'cholesterolContent': '17 mg', 'fiberContent': '1 g', 'proteinContent': '4 g', 'saturatedFatContent': '1 g', 'sodiumContent': '676 mg', 'sugarContent': '2 g', 'fatContent': '2 g', 'unsaturatedFatContent': '0 g'}",bread,german,european,68951.89,1971.83,206.52,14407.810000000001
Soft Peanut Butter Cookies,https://www.allrecipes.com/recipe/10978/soft-peanut-butter-cookies/,https://www.allrecipes.com/thmb/DvHjv89dRHUjWdD7XmM1tIuQa70=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7935058-7fe468ba60154d4fa2922ed6b3b34682.jpg,"['0.5 cup margarine, softened', '0.5 cup peanut butter', '0.5 cup white sugar', '0.5 cup packed brown sugar', '1 egg', '0.5 teaspoon vanilla extract', '0.75 teaspoon baking soda', '0.25 teaspoon salt', '1.75 cups all-purpose flour']",12 servings,"{'calories': '270 kcal', 'carbohydrateContent': '34 g', 'cholesterolContent': '16 mg', 'fiberContent': '1 g', 'proteinContent': '5 g', 'saturatedFatContent': '3 g', 'sodiumContent': '273 mg', 'sugarContent': '18 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}",dessert,jewish,usa,3179.9999999999995,57.46,162.41999999999996,388.77
Soft Pretzel Bites,https://www.allrecipes.com/recipe/268018/soft-pretzel-bites/,https://www.allrecipes.com/thmb/Dl5FB4IJ7n7QnJ3G2qjhrs7w0gE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3542400-c1cd95f9e89d42ba957c09039a2d1f01.jpg,"['1.5 cups water', '6 tablespoons butter, melted', '2 tablespoons brown sugar', '1 (.25 ounce) package active dry yeast', '2.5 teaspoons kosher salt', '4 cups all-purpose flour, or more as needed', '1 teaspoon vegetable oil', '3 quarts cold water', '0.5 cup baking soda', 'cooking spray', '1 egg', '1 tablespoon water']",16 servings,"{'calories': '166 kcal', 'carbohydrateContent': '26 g', 'cholesterolContent': '22 mg', 'fiberContent': '1 g', 'proteinContent': '4 g', 'saturatedFatContent': '3 g', 'sodiumContent': '2208 mg', 'sugarContent': '2 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",bread,german,european,2743.59,73.01,86.21000000000001,418.29
Soft Pretzel Sticks with Honey Mustard Dipping Sauce,https://www.allrecipes.com/recipe/274326/soft-pretzel-sticks-with-honey-mustard-dipping-sauce/,https://www.allrecipes.com/thmb/4Zxw_Eye5vCS6PZtHLOAIqZXi9U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6761611-b3deffa07008462080685222dc9d962f.jpg,"['0.25 cup mayonnaise', '0.25 cup Dijon mustard', '0.25 cup honey', '1 tablespoon yellow mustard', '1 (.25 ounce) package active dry yeast', '2 teaspoons brown sugar', '1 cup warm water (100 to 110 degrees F)', '3 cups all-purpose flour', '1 teaspoon salt', '2 tablespoons canola oil', '5 quarts water', '0.25 cup baking soda', '2 tablespoons unsalted butter, melted', 'coarse sea salt to taste']",12 servings,"{'calories': '216 kcal', 'carbohydrateContent': '32 g', 'cholesterolContent': '7 mg', 'fiberContent': '1 g', 'proteinContent': '4 g', 'saturatedFatContent': '2 g', 'sodiumContent': '1652 mg', 'sugarContent': '7 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",bread,german,european,151417.27000000002,4279.39,501.15999999999997,31574.4
"Soft, Chewy Rosh Hashanah Honey-Walnut Cookies",https://www.allrecipes.com/recipe/219009/soft-chewy-rosh-hashanah-honey-walnut-cookies/,https://www.allrecipes.com/thmb/FKWHM2iBGRXBfwgu35I0UtRWp0g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3933670-65821b80de1f4e2fa9d63a969750c0cd.jpg,"['3 cups all-purpose flour', '2 teaspoons baking soda', '0.25 teaspoon salt', '0.125 teaspoon ground cinnamon', '0.75 cup chopped walnuts', '0.75 cup butter', '0.5 cup brown sugar', '0.75 cup honey', '1 teaspoon vanilla extract', '1 egg']",24 servings,"{'calories': '181 kcal', 'carbohydrateContent': '26 g', 'cholesterolContent': '23 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '4 g', 'sodiumContent': '175 mg', 'sugarContent': '13 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",dessert,jewish,usa,4378.58,61.06,205.22,598.76
Solianka (Russian Beef Soup),https://www.allrecipes.com/recipe/13093/solianka-or-russian-beef-soup/,https://www.allrecipes.com/thmb/N35YjyZ-KRBce6Y_3N8pAsm2ctM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7310361-988eddd0ad5944beab70c741bebd8a18.jpg,"['2 ounces dried mushrooms', '0.75 cup water', '0.5 cup unsalted butter, divided', '3 onions, chopped', '1 cup cooked diced veal', '1 cup diced ham', '0.25 pound kielbasa sausage, cut into 1 inch pieces', '2 quarts beef stock', '3 bay leaves', '10 black peppercorns', '12 marinated mushrooms', '2 dill pickles, diced', '2 tablespoons capers', '1 (28 ounce) can Italian-style whole peeled tomatoes', '2 tablespoons tomato paste', '1.5 tablespoons all-purpose flour', '12 kalamata olives', '0.33333298563957 cup chopped fresh dill weed', '0.25 cup dill pickle juice', '3 cloves garlic, minced', '1 teaspoon Hungarian sweet paprika', '0.25 teaspoon dried marjoram', 'salt and ground black pepper to taste', '1 cup sour cream, or as needed', '1 lemon, sliced']",6 servings,"{'calories': '478 kcal', 'carbohydrateContent': '27 g', 'cholesterolContent': '100 mg', 'fiberContent': '5 g', 'proteinContent': '25 g', 'saturatedFatContent': '14 g', 'sodiumContent': '1374 mg', 'sugarContent': '11 g', 'fatContent': '30 g', 'unsaturatedFatContent': '0 g'}",,eastern_european,european,3402.84,184.21,217.91,211.05
Somali Spaghetti Sauce,https://www.allrecipes.com/recipe/246489/somali-spaghetti-sauce/,https://www.allrecipes.com/thmb/7BbI9YZxrD0vdmwkrsk_nGrQR3w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3737874-86ac9a3a46564dc5b4d79643baa47b5c.jpg,"['2 tablespoons chopped fresh cilantro', '4 cloves garlic', '1 teaspoon cumin seeds', '1 teaspoon Himalayan pink salt', '1 teaspoon ground turmeric', '1 teaspoon paprika', '1 teaspoon Italian seasoning', '1 teaspoon salt-free seasoning blend (such as Mrs. Dash®)', '0.5 teaspoon ground black pepper', '0.25 cup olive oil', '1 pound lean ground beef', '1 onion, diced', '1 large potato, peeled and cubed', '2 carrots, diced', '2 (14 ounce) cans diced tomatoes', '2 tablespoons water, or to taste', '1 (16 ounce) package angel hair pasta']",6 servings,"{'calories': '546 kcal', 'carbohydrateContent': '64 g', 'cholesterolContent': '50 mg', 'fiberContent': '7 g', 'proteinContent': '26 g', 'saturatedFatContent': '5 g', 'sodiumContent': '818 mg', 'sugarContent': '8 g', 'fatContent': '21 g', 'unsaturatedFatContent': '0 g'}",main,"italian,state_mn","african,european,usa",2738.3599999999997,171.13,115.37,256.49
Somerset Pork with Cream and Apples,https://www.allrecipes.com/recipe/34513/somerset-pork-with-cream-and-apples/,https://www.allrecipes.com/thmb/JQnC5cdmoFkHeJFBOWmAUOj87Uw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4479863-827254ab99634b3b9aff04c0765c44c9.jpg,"['0.25 cup butter', '4 boneless pork loin chops', '1 teaspoon chopped fresh thyme', '1 large onion, sliced into thin rings', '1 clove garlic, crushed', '1 Cox apple, cored and cut into thick rings', '1 red apple, cored and cut into rings', '1 teaspoon white sugar', 'salt and pepper to taste', '1.125 cups dry hard cider', '3 tablespoons heavy cream']",4 servings,"{'calories': '410 kcal', 'carbohydrateContent': '19 g', 'cholesterolContent': '122 mg', 'fiberContent': '2 g', 'proteinContent': '25 g', 'saturatedFatContent': '13 g', 'sodiumContent': '148 mg', 'sugarContent': '14 g', 'fatContent': '24 g', 'unsaturatedFatContent': '0 g'}",,uk_ireland,european,1628.1000000000001,94.62,93.07,85.75
Sopa De Lima (Mexican Lime Soup),https://www.allrecipes.com/recipe/203762/sopa-de-lima-mexican-lime-soup/,https://www.allrecipes.com/thmb/ZLcsGqwMbFwKbth0MgdtUZfUBrE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8140511-d7040c2e0ad94229a3dd24e92a8891db.jpg,"['9 cups chicken broth', '5 skinless, boneless chicken breast halves', '1 large red onion, quartered', '5 cloves garlic, chopped', '2 teaspoons dried oregano', '1 teaspoon salt', '1 teaspoon ground black pepper', '0.5 teaspoon dried thyme', '1 tablespoon vegetable oil', '4 green onions, chopped', '1 large green chile pepper, seeded and chopped', '2 large tomatoes, peeled and chopped', '6 limes, juiced', '0.5 lime', '0.5 cup chopped fresh cilantro', 'tortilla chips, for topping']",8 servings,"{'calories': '217 kcal', 'carbohydrateContent': '22 g', 'cholesterolContent': '45 mg', 'fiberContent': '4 g', 'proteinContent': '18 g', 'saturatedFatContent': '1 g', 'sodiumContent': '1693 mg', 'sugarContent': '5 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",,state_ca,usa,1586.7600000000002,212.29,42.72,102.49000000000001
Sopa de Mariscos (Seafood Soup),https://www.allrecipes.com/recipe/272207/sopa-de-mariscos-seafood-soup/,https://www.allrecipes.com/thmb/tZN9G-qfCPOrZLePg92YHlVBHwY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6443171-ab7f054def6f424daf222b60cee8ab4b.jpg,"['2 tablespoons olive oil', '1 medium onion, chopped', '2 cloves garlic, minced', '3 medium carrots, diced', '1 ear fresh corn, kernels cut from cob', '1 stalk celery, halved and diced', '6 cups chicken stock (such as Swanson®)', '1 (10 ounce) can diced tomatoes with green chile peppers', '1 (10 ounce) can diced tomatoes with green chile peppers, lime, and cilantro (such as RO*TEL®)', '1 ancho chile pepper, diced', '1 tablespoon chili powder', '2 teaspoons ground cumin', '1 pound fresh littleneck clams', '1 pound fresh mussels', '1 pound fresh cod, cut into bite-sized pieces', '0.75 pound fresh shrimp, peeled and deveined', '0.25 cup fresh cilantro, chopped, or to taste', '1 avocado, peeled and sliced']",10 servings,"{'calories': '278 kcal', 'carbohydrateContent': '16 g', 'cholesterolContent': '112 mg', 'fiberContent': '4 g', 'proteinContent': '33 g', 'saturatedFatContent': '2 g', 'sodiumContent': '925 mg', 'sugarContent': '2 g', 'fatContent': '10 g', 'unsaturatedFatContent': '0 g'}",,tex_mex,usa,3871.38,492.93999999999994,115.03,216.53000000000003
Sopapillas,https://www.allrecipes.com/recipe/39935/sopapillas/,https://www.allrecipes.com/thmb/sjGObBPtWQ1AWY3EEfAjbFXQJ9I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2344716-23dcef7e1b4e45eeaa1ba76528ffc360.jpg,"['2 cups all-purpose flour', '2 teaspoons baking powder', '1 teaspoon salt', '2 tablespoons shortening', '0.75 cup water', '2 cups vegetable oil for frying']",12 servings,"{'calories': '127 kcal', 'carbohydrateContent': '16 g', 'fiberContent': '1 g', 'proteinContent': '2 g', 'saturatedFatContent': '1 g', 'sodiumContent': '254 mg', 'sugarContent': '0 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",,",state_nm,state_ok",usa,4999.5199999999995,25.83,464.05,193.33
Sophie's Zucchini Bread,https://www.allrecipes.com/recipe/6950/sophies-zucchini-bread/,https://www.allrecipes.com/thmb/qq83KWUOfKke1U_lqhv4xtrlg-I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/462336-68c2fc959b6c42a78318a94f578bff58.jpg,"['3 cups all-purpose flour', '1 teaspoon salt', '1 teaspoon baking soda', '3 teaspoons ground cinnamon', '0.25 teaspoon baking powder', '3 eggs', '2 cups white sugar', '3 teaspoons vanilla extract', '1 cup vegetable oil', '3 cups grated zucchini', '1 cup chopped walnuts']",24 servings,"{'calories': '248 kcal', 'carbohydrateContent': '30 g', 'cholesterolContent': '23 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '2 g', 'sodiumContent': '165 mg', 'sugarContent': '17 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",bread,jewish,usa,5990.86,83.36000000000001,316.58000000000004,728.8000000000002
Soul Smothered Chicken,https://www.allrecipes.com/recipe/83302/soul-smothered-chicken/,https://www.allrecipes.com/thmb/c7rhKuXPjGilxA6mydNuKqZHGyw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/527370-ef2d4858a84748b0b90cf90c5740f441.jpg,"['0.5 cup butter', '1 whole chicken, cut into pieces', '3 teaspoons salt, divided', '0.75 teaspoon ground black pepper, divided', '0.75 cup all-purpose flour', '3 cups chopped yellow onions', '2 cups chopped carrots', '1 cup chopped celery', '3 cloves garlic, chopped', '3 tablespoons all-purpose flour', '3 cups chicken broth', '0.25 teaspoon cayenne pepper']",8 servings,"{'calories': '372 kcal', 'carbohydrateContent': '22 g', 'cholesterolContent': '79 mg', 'fiberContent': '3 g', 'proteinContent': '19 g', 'saturatedFatContent': '10 g', 'sodiumContent': '1471 mg', 'sugarContent': '5 g', 'fatContent': '23 g', 'unsaturatedFatContent': '0 g'}",main,state_tx,usa,3166.34,194.67,178.37,197.17999999999998
Sour Cherry Sorbet,https://www.allrecipes.com/recipe/218438/sour-cherry-sorbet/,https://www.allrecipes.com/thmb/wkqL871z-fVe-sOKjE1H0ym9grE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1942746-418d774ad1444ade895c32d2c1198ad7.jpg,"['3 cups pitted tart red cherries', '1 cup white sugar', '0.33333334326744 cup dry white wine', '0.5 teaspoon almond extract', '0.5 teaspoon salt']",6 servings,"{'calories': '194 kcal', 'carbohydrateContent': '46 g', 'fiberContent': '2 g', 'proteinContent': '1 g', 'saturatedFatContent': '0 g', 'sodiumContent': '195 mg', 'sugarContent': '44 g', 'fatContent': '1 g', 'unsaturatedFatContent': '0 g'}",,state_wi,usa,2762.42,15.68,81.95,490.61
Sour Cream Banana Cake,https://www.allrecipes.com/recipe/7946/sour-cream-banana-cake/,https://www.allrecipes.com/thmb/X7cEX55L5y-toXWdHbD0smz-kMs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/66913-862b4561c0b0492f95d2f5653d743ccf.jpg,"['2 cups packed brown sugar', '1 cup sour cream', '1 cup butter', '1 teaspoon baking soda', '4 eggs', '0.125 teaspoon salt', '4 bananas', '2 teaspoons vanilla extract', '4 cups sifted cake flour', '1 cup chopped walnuts', '0.5 cup butter', ""4 cups confectioners' sugar"", '0.25 cup sour cream', '1 teaspoon vanilla extract']",54 servings,"{'calories': '189 kcal', 'carbohydrateContent': '28 g', 'cholesterolContent': '30 mg', 'fiberContent': '1 g', 'proteinContent': '2 g', 'saturatedFatContent': '4 g', 'sodiumContent': '76 mg', 'sugarContent': '18 g', 'fatContent': '8 g', 'servingSize': '3 - 9 inch layers or 9 x 13 inch pan', 'unsaturatedFatContent': '0 g'}",,"scandi,vian",european,9620.93,103.83,435.37,1365.4600000000003
Sour Cream Dough for Pierogi,https://www.allrecipes.com/recipe/245594/sour-cream-dough-for-pierogi/,https://www.allrecipes.com/thmb/nGqkpyGIUeY3P9jEGey5kyJk9jU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4406406-e73ce2e09fc74d9f873cd6a4570ecc27.jpg,"['6 cups all-purpose flour, or more as needed', '2 teaspoons salt', '3 eggs', '0.5 cup sour cream', '0.25 cup milk, or more as needed']",48 servings,"{'calories': '67 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '13 mg', 'fiberContent': '0 g', 'proteinContent': '2 g', 'saturatedFatContent': '0 g', 'sodiumContent': '103 mg', 'sugarContent': '0 g', 'fatContent': '1 g', 'unsaturatedFatContent': '0 g'}",,eastern_european,european,3202.7,101.13000000000001,45.08,581.6600000000001
