title,recipe_link,img_link,ingredients,yield,nutrients,region,subregion,meal_type,total_calories,total_protein,total_fat,total_carb
Hawaiian Coconut-Banana Bread,https://www.allrecipes.com/recipe/278722/hawaiian-coconut-banana-bread/,https://www.allrecipes.com/thmb/NCfADJ_yOtjCsUp2qM7fWlPlZ1g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4523549-0030ac3576194ef98315243ff9e1dac6.jpg,"['1.25 cups coconut flour', '1.25 cups all-purpose flour', '1 cup xylitol', '1 cup coconut sugar', '2 tablespoons ground flaxseed meal', '2 teaspoons baking soda', '1 teaspoon salt', '3.5 cups mashed overripe bananas', '1 cup unsalted sweet cream butter, softened at room temperature', '0.5 cup coconut milk', '4 large eggs', '1 cup chopped macadamia nuts']",24 servings,"{'calories': '258 kcal', 'carbohydrateContent': '33 g', 'cholesterolContent': '51 mg', 'fiberContent': '5 g', 'proteinContent': '4 g', 'saturatedFatContent': '7 g', 'sodiumContent': '218 mg', 'sugarContent': '10 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",austrailia_new_zealand,austrailia_new_zealand,"na,na",6554.01,97.45,367.23,754.3
Hawaiian Cole Slaw,https://www.allrecipes.com/recipe/244615/hawaiian-cole-slaw/,https://www.allrecipes.com/thmb/cOBqTEZ7idw8DDqI0YaAMB8BQA0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2477175-6fb6bf7180e84f0181c512e19d41cab9.jpg,"['1 (8.5 ounce) package coleslaw mix', '1 (15 ounce) can crushed pineapple, drained', '0.5 cup finely chopped onion', '0.5 cup mayonnaise', '0.25 cup apple cider vinegar', '2 tablespoons brown sugar', '1 teaspoon dried cilantro', '0.5 teaspoon salt', '0.25 teaspoon ground black pepper']",16 servings,"{'calories': '86 kcal', 'carbohydrateContent': '8 g', 'cholesterolContent': '4 mg', 'fiberContent': '1 g', 'proteinContent': '0 g', 'saturatedFatContent': '1 g', 'sodiumContent': '116 mg', 'sugarContent': '6 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,1578.73,6.84,114.64,134.63
Hawaiian Garlic Shrimp Scampi,https://www.allrecipes.com/recipe/280740/hawaiian-garlic-shrimp-scampi/,https://www.allrecipes.com/thmb/N3XBqE30hSfBw4v2OAVn5FjGr4o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8267792-5339adc1722c4920ba2b81d9b2e3a754.jpg,"['1 head garlic', '4 tablespoons unsalted butter', '1 pound frozen large deveined, shell-on shrimp, thawed', '2 tablespoons rice flour', '1 tablespoon paprika', '1 teaspoon cayenne pepper', '1.5 teaspoons kosher salt', '2 tablespoons olive oil']",4 servings,"{'calories': '294 kcal', 'carbohydrateContent': '10 g', 'cholesterolContent': '203 mg', 'fiberContent': '1 g', 'proteinContent': '20 g', 'saturatedFatContent': '9 g', 'sodiumContent': '923 mg', 'sugarContent': '0 g', 'fatContent': '20 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,1510.37,32.2,78.98,170.55
Hawaiian Ham and Cheese Sliders,https://www.allrecipes.com/recipe/237358/hawaiian-ham-and-cheese-sliders/,https://www.allrecipes.com/thmb/d8x13Y0DYysxTD90vXbU4bImKhg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9140335-581c8d86a02046278e4800659c5585a7.jpg,"['cooking spray (such as Crisco®)', '0.5 cup butter', '1 onion, minced', '3 tablespoons Dijon mustard', '1 tablespoon poppy seeds', '2 teaspoons Worcestershire sauce, or more to taste', '1 (12 count) package Hawaiian sweet rolls, split, or more as needed', '1 pound sliced deli ham, or more as needed', '8 slices Swiss cheese, or more as needed']",12 servings,"{'calories': '484 kcal', 'carbohydrateContent': '47 g', 'cholesterolContent': '99 mg', 'fiberContent': '3 g', 'proteinContent': '26 g', 'saturatedFatContent': '13 g', 'sodiumContent': '899 mg', 'sugarContent': '1 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,2350,145,184.21,35.64
Hawaiian Haystacks,https://www.allrecipes.com/recipe/230785/hawaiian-haystacks/,https://www.allrecipes.com/thmb/5F0ZYHMIKwWDDHENlqqFHynyeWg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5322103-hawaiian-haystacks-Quenton-Dawson-1x1-1-cb17dc7faa324038a7eed83e06156425.jpg,"['1 tablespoon olive oil', '4 skinless, boneless chicken breast halves, cut into small cubes', '0.5 cup chicken broth', '1 (10.75 ounce) can cream of mushroom soup', '1 teaspoon dried basil', '1 teaspoon dried parsley', '4 cups cooked rice', '1 cup chopped pineapple', '1 cup chopped green bell pepper', '1 cup shredded Cheddar cheese', '1 cup chopped fresh tomatoes', '1 cup chow mein noodles', '0.5 cup toasted sliced almonds', '0.5 cup chopped green onions', '0.5 cup shredded coconut']",4 servings,"{'calories': '799 kcal', 'carbohydrateContent': '87 g', 'cholesterolContent': '89 mg', 'fiberContent': '5 g', 'proteinContent': '40 g', 'saturatedFatContent': '12 g', 'sodiumContent': '918 mg', 'sugarContent': '18 g', 'fatContent': '32 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,3384.23,223.61,132.41,319.54
Hawaiian Iced Tea,https://www.allrecipes.com/recipe/149842/hawaiian-iced-tea/,https://www.allrecipes.com/thmb/DjmdcKuREpxpMus2ZmCSG4G__qA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/738877-74174b7b6a4e4c4f8cdbfc5f9c00f017.jpg,"['1 quart barely boiling hot water', '4 orange pekoe tea bags', '1 quart ice cold water', '1 (16 ounce) can pineapple juice', '0.5 cup simple syrup', '1 fresh pineapple - peeled, cored, and cut into spears']",8 servings,"{'calories': '152 kcal', 'carbohydrateContent': '39 g', 'fiberContent': '3 g', 'proteinContent': '1 g', 'sodiumContent': '10 mg', 'sugarContent': '23 g', 'fatContent': '0 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,912.57,7.79,1.64,231.3
Hawaiian Loco Moco,https://www.allrecipes.com/recipe/237952/hawaiian-loco-moco/,https://www.allrecipes.com/thmb/fsYXaAwNZezWIQcJ2q230dmOHFM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4997764-c65eb80cc8a3431899d4de868dc1f953.jpg,"['cooking spray', '1 pound ground beef chuck', '1 cup sliced onion', '0.5 cup water', '1 cup sliced mushrooms', '1 (12 ounce) jar brown gravy (such as Heinz®)', '4 eggs', '4 cups cooked rice']",4 servings,"{'calories': '602 kcal', 'carbohydrateContent': '61 g', 'cholesterolContent': '259 mg', 'fiberContent': '2 g', 'proteinContent': '32 g', 'saturatedFatContent': '8 g', 'sodiumContent': '629 mg', 'sugarContent': '3 g', 'fatContent': '24 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,2671.63,184.14,109.18,227.43
Hawaiian Macaroni Salad,https://www.allrecipes.com/recipe/273623/hawaiian-macaroni-salad/,https://www.allrecipes.com/thmb/fsDxhQXmcLOBSnvKGSaGOTZFHds=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9366711-f944cf3823284858afb798cabe8f0d1a.jpg,"['6 cups elbow macaroni', '2 cups mayonnaise, or more to taste', '0.5 cup milk', '0.5 cup shredded carrot', 'salt and ground black pepper to taste']",12 servings,"{'calories': '465 kcal', 'carbohydrateContent': '41 g', 'cholesterolContent': '15 mg', 'fiberContent': '2 g', 'proteinContent': '8 g', 'saturatedFatContent': '5 g', 'sodiumContent': '232 mg', 'sugarContent': '3 g', 'fatContent': '30 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,4237.88,51.46,338.77,241.01
Hawaiian Millionaire Pie,https://www.allrecipes.com/recipe/15568/hawaiian-millionaire-pie/,https://www.allrecipes.com/thmb/5f2ORPEscH9_Q8t52esUwoUbxHQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/902086-c35df260c9434518a143c634888f41f2.jpg,"['1 (9 inch) pie crust, baked', '1 (15 ounce) can crushed pineapple, drained', '0.25 cup lemon juice', '1 (12 ounce) container frozen whipped topping, thawed', '0.5 cup maraschino cherries, chopped', '1 (14 ounce) can sweetened condensed milk', '1 cup chopped walnuts']",8 servings,"{'calories': '519 kcal', 'carbohydrateContent': '60 g', 'cholesterolContent': '17 mg', 'fiberContent': '2 g', 'proteinContent': '8 g', 'saturatedFatContent': '14 g', 'sodiumContent': '176 mg', 'sugarContent': '45 g', 'fatContent': '30 g', 'unsaturatedFatContent': '0 g'}",austrailia_new_zealand,austrailia_new_zealand,"na,na",4764.01,77.08,255.46,576.39
Hawaiian Millionaire Pie,https://www.allrecipes.com/recipe/15568/hawaiian-millionaire-pie/,https://www.allrecipes.com/thmb/5f2ORPEscH9_Q8t52esUwoUbxHQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/902086-c35df260c9434518a143c634888f41f2.jpg,"['1 (9 inch) pie crust, baked', '1 (15 ounce) can crushed pineapple, drained', '0.25 cup lemon juice', '1 (12 ounce) container frozen whipped topping, thawed', '0.5 cup maraschino cherries, chopped', '1 (14 ounce) can sweetened condensed milk', '1 cup chopped walnuts']",8 servings,"{'calories': '519 kcal', 'carbohydrateContent': '60 g', 'cholesterolContent': '17 mg', 'fiberContent': '2 g', 'proteinContent': '8 g', 'saturatedFatContent': '14 g', 'sodiumContent': '176 mg', 'sugarContent': '45 g', 'fatContent': '30 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,4764.01,77.08,255.46,576.39
Hawaiian Pineapple Chicken,https://www.allrecipes.com/recipe/232116/hawaiian-pineapple-chicken/,https://www.allrecipes.com/thmb/GBSZwLBi0RrZS7ZAqPGIlyR2Y5Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1007603-hawaiian-pineapple-chicken-ReneePaj-4x3-1-aedf8ddbe0794f0e87678396a46a2b07.jpg,"['0.25 cup butter', '0.33333334326744 cup ketchup', '0.25 cup brown sugar', '2 teaspoons cornstarch', '0.25 cup vinegar', '1 teaspoon salt', '1 teaspoon soy sauce', '0.5 teaspoon Worcestershire sauce', '1 (9 ounce) can crushed pineapple', '3 pounds assorted chicken pieces such as breasts, thighs, wings, and drumsticks']",6 servings,"{'calories': '521 kcal', 'carbohydrateContent': '20 g', 'cholesterolContent': '162 mg', 'fiberContent': '0 g', 'proteinContent': '39 g', 'saturatedFatContent': '11 g', 'sodiumContent': '776 mg', 'sugarContent': '18 g', 'fatContent': '31 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,4030.69,417.08,202.93,115
Hawaiian Pork Hash,https://www.allrecipes.com/recipe/84858/hawaiian-pork-hash/,https://www.allrecipes.com/thmb/NZ45GrsqxkGLlloIzWUOFHSyaBk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6459899-hawaiian-pork-hash-Peter-Chee-4x3-1-0f44b3b0f017403cbcbe69d5c056a643.jpg,"['0.25 pound ground pork', '0.25 pound shrimp - peeled, deveined and minced to a paste', '1 egg white', '2 tablespoons chopped water chestnuts', '2 tablespoons chopped green onion', '2 tablespoons cornstarch', '2 teaspoons soy sauce', '1 teaspoon white sugar', '1 teaspoon minced garlic', '1 teaspoon oyster sauce', '0.25 teaspoon salt', '0.25 teaspoon ground black pepper', '0.25 teaspoon sesame oil', '1 (14 ounce) package round dumpling skins']",25 servings,"{'calories': '64 kcal', 'carbohydrateContent': '10 g', 'cholesterolContent': '11 mg', 'fiberContent': '0 g', 'proteinContent': '3 g', 'saturatedFatContent': '0 g', 'sodiumContent': '151 mg', 'sugarContent': '0 g', 'fatContent': '1 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,1522.68,84.92,48.14,182.43
Hawaiian Pork Tenderloin,https://www.allrecipes.com/recipe/228992/hawaiian-pork-tenderloin/,https://www.allrecipes.com/thmb/y3QmIOhYT-ZUCsx8hoFXRJwM-kQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/946840-1ba1904246fc46c49a85f822571df882.jpg,"['1 (8 ounce) can crushed pineapple with juice', '0.5 (15 ounce) can mandarin oranges with juice', '2 pounds boneless pork tenderloin', '0.5 cup brown sugar', '1 tablespoon chili powder', '1 tablespoon garlic powder', '1 teaspoon ground black pepper', '0.25 cup pineapple preserves', '1 medium onion, sliced', '1 medium orange bell pepper, cut into long strips', '1 medium red bell pepper, cut into long strips']",8 servings,"{'calories': '224 kcal', 'carbohydrateContent': '31 g', 'cholesterolContent': '49 mg', 'fiberContent': '2 g', 'proteinContent': '19 g', 'saturatedFatContent': '1 g', 'sodiumContent': '56 mg', 'sugarContent': '28 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,2297.84,245.86,38.75,240.91
Hawaiian Sausage Skillet,https://www.allrecipes.com/recipe/240397/hawaiian-sausage-skillet/,https://www.allrecipes.com/thmb/MCg8cnDxoNwGauuvxT-qWie9vjU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2278633-0220f25371fc478eaf78f7e444355fad.jpg,"['1 tablespoon vegetable oil, or more to taste', '1 (16 ounce) package Polish sausage, or to taste, cut into 1-inch squares', '1 large onion, thinly sliced', '1 large green bell pepper, cut into 1-inch squares', '0.75 fresh pineapple - peeled, cored, and cut into chunks', '2 tablespoons cornstarch', '0.5 cup pineapple juice, or more to taste', '0.33333334326744 cup packed brown sugar, or to taste', '2 tablespoons cider vinegar', '2 tablespoons soy sauce', '2 teaspoons minced garlic']",6 servings,"{'calories': '450 kcal', 'carbohydrateContent': '45 g', 'cholesterolContent': '54 mg', 'fiberContent': '3 g', 'proteinContent': '11 g', 'saturatedFatContent': '11 g', 'sodiumContent': '930 mg', 'sugarContent': '34 g', 'fatContent': '26 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,1652.42,66.38,94.39,140.73
Hawaiian Spareribs,https://www.allrecipes.com/recipe/86733/hawaiian-spareribs/,https://www.allrecipes.com/thmb/tl5QPNf1vP9qwvzjQLNsisW_H6Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3220409-eb14a22ba5d34cfc8157d656c02da35e.jpg,"['0.25 cup vinegar', '0.5 cup ketchup', '1 tablespoon soy sauce', '1 (8 ounce) can crushed pineapple, undrained', '3 tablespoons brown sugar', '2 tablespoons cornstarch', '0.5 teaspoon salt', '0.5 tablespoon fresh ginger, grated', '3 pounds pork spareribs, cut into serving size pieces']",6 servings,"{'calories': '474 kcal', 'carbohydrateContent': '20 g', 'cholesterolContent': '120 mg', 'fiberContent': '0 g', 'proteinContent': '30 g', 'saturatedFatContent': '11 g', 'sodiumContent': '662 mg', 'sugarContent': '17 g', 'fatContent': '30 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,5378.41,287.91,420.37,117
Hawaiian Tarts,https://www.allrecipes.com/recipe/11561/hawaiian-tarts/,https://www.allrecipes.com/thmb/eng31T5LTuctYtwxwP0fpYIjG3s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1026809-84b96e3f001f45828f9d1fcd11f91a27.jpg,"['1.75 cups all-purpose flour', ""0.5 cup confectioners' sugar"", '2 tablespoons cornstarch', '1 cup butter, softened', '1 teaspoon vanilla extract', '1 cup pineapple preserves', '0.5 cup white sugar', '1 egg', '1.5 cups flaked coconut', ""0.33333000540733 cup confectioners' sugar for decoration""]",36 servings,"{'calories': '131 kcal', 'carbohydrateContent': '18 g', 'cholesterolContent': '19 mg', 'fiberContent': '1 g', 'proteinContent': '1 g', 'saturatedFatContent': '4 g', 'sodiumContent': '47 mg', 'sugarContent': '12 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",austrailia_new_zealand,austrailia_new_zealand,"na,na",4030.31,35.8,226.93,475.17
Hawaiian Wedding Cake I,https://www.allrecipes.com/recipe/8092/hawaiian-wedding-cake-i/,https://www.allrecipes.com/thmb/Wp_26dAYBhX7kJHSdec7A6mMybo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8028983-94b349b387954e2e980900d3569a4212.jpg,"['1.5 cups white sugar', '1 teaspoon baking soda', '2 cups all-purpose flour', '2 eggs', '1 (20 ounce) can crushed pineapple with juice', '1 cup chopped walnuts', '0.75 cup flaked coconut']",12 servings,"{'calories': '297 kcal', 'carbohydrateContent': '52 g', 'cholesterolContent': '31 mg', 'fiberContent': '2 g', 'proteinContent': '5 g', 'saturatedFatContent': '2 g', 'sodiumContent': '131 mg', 'sugarContent': '34 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",austrailia_new_zealand,austrailia_new_zealand,"na,na",3629.7,61.05,108.5,629.96
Hawaiian Wedding Cake I,https://www.allrecipes.com/recipe/8092/hawaiian-wedding-cake-i/,https://www.allrecipes.com/thmb/Wp_26dAYBhX7kJHSdec7A6mMybo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8028983-94b349b387954e2e980900d3569a4212.jpg,"['1.5 cups white sugar', '1 teaspoon baking soda', '2 cups all-purpose flour', '2 eggs', '1 (20 ounce) can crushed pineapple with juice', '1 cup chopped walnuts', '0.75 cup flaked coconut']",12 servings,"{'calories': '297 kcal', 'carbohydrateContent': '52 g', 'cholesterolContent': '31 mg', 'fiberContent': '2 g', 'proteinContent': '5 g', 'saturatedFatContent': '2 g', 'sodiumContent': '131 mg', 'sugarContent': '34 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,3629.7,61.05,108.5,629.96
Hawaiian Wedding Cake II,https://www.allrecipes.com/recipe/17935/hawaiian-wedding-cake-ii/,https://www.allrecipes.com/thmb/_CrE-AEn0fHl0uVKLJPOlvHMZqE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7538983-11baeb48d9a44a0f947e8661acee8ff8.jpg,"['1 (18.25 ounce) package yellow cake mix', '2 (20 ounce) cans crushed pineapple, drained', '1 (3.4 ounce) package instant vanilla pudding mix', '1 (8 ounce) package cream cheese', '1 (8 ounce) container frozen whipped topping, thawed', '0.5 cup flaked coconut', '0.5 cup chopped walnuts', '0.5 (10 ounce) jar maraschino cherries']",14 servings,"{'calories': '390 kcal', 'carbohydrateContent': '57 g', 'cholesterolContent': '18 mg', 'fiberContent': '2 g', 'proteinContent': '4 g', 'saturatedFatContent': '9 g', 'sodiumContent': '401 mg', 'sugarContent': '38 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",austrailia_new_zealand,austrailia_new_zealand,"na,na",5526.84,52.52,207.6,895.55
Hawaiian Wedding Cake II,https://www.allrecipes.com/recipe/17935/hawaiian-wedding-cake-ii/,https://www.allrecipes.com/thmb/_CrE-AEn0fHl0uVKLJPOlvHMZqE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7538983-11baeb48d9a44a0f947e8661acee8ff8.jpg,"['1 (18.25 ounce) package yellow cake mix', '2 (20 ounce) cans crushed pineapple, drained', '1 (3.4 ounce) package instant vanilla pudding mix', '1 (8 ounce) package cream cheese', '1 (8 ounce) container frozen whipped topping, thawed', '0.5 cup flaked coconut', '0.5 cup chopped walnuts', '0.5 (10 ounce) jar maraschino cherries']",14 servings,"{'calories': '390 kcal', 'carbohydrateContent': '57 g', 'cholesterolContent': '18 mg', 'fiberContent': '2 g', 'proteinContent': '4 g', 'saturatedFatContent': '9 g', 'sodiumContent': '401 mg', 'sugarContent': '38 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,5526.84,52.52,207.6,895.55
Hawaij Vegetable Soup,https://www.allrecipes.com/recipe/213660/hawaij-vegetable-soup/,https://www.allrecipes.com/thmb/zTD91a4d4XsD-_K5O4TfMabpWHs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2108814-d74a688d52554c1284c7cbd3017351d5.jpg,"['2 tablespoons olive oil', '1 onion, chopped', '1 butternut squash - peeled, seeded, and cubed', '1 potato, peeled and cubed', '1 large tomato, diced', '2 stalks celery, sliced', '2 carrots, peeled and sliced', '1 (15 ounce) can garbanzo beans', '2 tablespoons hawaij', '1 tablespoon vegetable bouillon powder', '5 cups water', 'salt and pepper to taste']",8 servings,"{'calories': '179 kcal', 'carbohydrateContent': '34 g', 'fiberContent': '7 g', 'proteinContent': '4 g', 'saturatedFatContent': '1 g', 'sodiumContent': '133 mg', 'sugarContent': '5 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,soups_and_stews,1207.68,41.23,40.38,182.78
Hawawshi,https://www.allrecipes.com/recipe/278599/hawawshi/,https://www.allrecipes.com/thmb/0XrBfBbocikb91r4YAou7R1Ckv4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1060948-fd8a3080e22044e0a9c04e38ae8c60d6.jpg,"['0.5 pound ground beef', '2 tomatoes, diced', '1 large onion, diced', '1 green bell pepper, diced', '1 pinch paprika, or to taste', '1 pinch ground coriander, or to taste', '1 pinch ground cinnamon, or to taste', '1 pinch ground nutmeg, or to taste', 'salt and ground black pepper to taste', '5 pita bread rounds, split', '1 tablespoon corn oil']",5 servings,"{'calories': '274 kcal', 'carbohydrateContent': '35 g', 'cholesterolContent': '28 mg', 'fiberContent': '3 g', 'proteinContent': '13 g', 'saturatedFatContent': '3 g', 'sodiumContent': '330 mg', 'sugarContent': '4 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",african,na,main,1704.22,93.77,57.67,199.11
Hawawshi,https://www.allrecipes.com/recipe/278599/hawawshi/,https://www.allrecipes.com/thmb/0XrBfBbocikb91r4YAou7R1Ckv4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1060948-fd8a3080e22044e0a9c04e38ae8c60d6.jpg,"['0.5 pound ground beef', '2 tomatoes, diced', '1 large onion, diced', '1 green bell pepper, diced', '1 pinch paprika, or to taste', '1 pinch ground coriander, or to taste', '1 pinch ground cinnamon, or to taste', '1 pinch ground nutmeg, or to taste', 'salt and ground black pepper to taste', '5 pita bread rounds, split', '1 tablespoon corn oil']",5 servings,"{'calories': '274 kcal', 'carbohydrateContent': '35 g', 'cholesterolContent': '28 mg', 'fiberContent': '3 g', 'proteinContent': '13 g', 'saturatedFatContent': '3 g', 'sodiumContent': '330 mg', 'sugarContent': '4 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",african,north_african,"na,na",1704.22,93.77,57.67,199.11
Haydari (Turkish Yogurt Dip),https://www.allrecipes.com/recipe/203223/haydari-turkish-yogurt-dip/,https://www.allrecipes.com/thmb/VK5__1mPs05vWiBN0dCXrhKDV4Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2030353-a95032a666444357bed27f95b912c422.jpg,"['1 (16 ounce) container plain yogurt', '5 cloves garlic', '1 pinch salt', '1 bunch fresh dill, chopped', '1 bunch fresh parsley, chopped', '1 (4 ounce) package cream cheese, softened', '2 mint leaves, for garnish']",8 servings,"{'calories': '92 kcal', 'carbohydrateContent': '6 g', 'cholesterolContent': '19 mg', 'fiberContent': '0 g', 'proteinContent': '5 g', 'saturatedFatContent': '4 g', 'sodiumContent': '88 mg', 'sugarContent': '4 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",middle_eastern,na,na,716.51,32.6,46.36,45.32
Haydari (Turkish Yogurt Dip),https://www.allrecipes.com/recipe/203223/haydari-turkish-yogurt-dip/,https://www.allrecipes.com/thmb/VK5__1mPs05vWiBN0dCXrhKDV4Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2030353-a95032a666444357bed27f95b912c422.jpg,"['1 (16 ounce) container plain yogurt', '5 cloves garlic', '1 pinch salt', '1 bunch fresh dill, chopped', '1 bunch fresh parsley, chopped', '1 (4 ounce) package cream cheese, softened', '2 mint leaves, for garnish']",8 servings,"{'calories': '92 kcal', 'carbohydrateContent': '6 g', 'cholesterolContent': '19 mg', 'fiberContent': '0 g', 'proteinContent': '5 g', 'saturatedFatContent': '4 g', 'sodiumContent': '88 mg', 'sugarContent': '4 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",middle_eastern,turkish,na,716.51,32.6,46.36,45.32
He Jia Tuan Yuan (Tofu Ball Soup for Lunar Chinese New Year),https://www.allrecipes.com/recipe/213472/he-jia-tuan-yuan-tofu-ball-soup-for-lunar-chinese-new-year/,https://www.allrecipes.com/thmb/pGSXV_IXzpUMmOorckxbJN_Jb7c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1907520-3dff8fad88364b0689282a2c5ea91761.jpg,"['1 (14 ounce) package soft tofu', '7 ounces ground pork', '6 tablespoons cornstarch', '1 egg', '1 teaspoon chicken bouillon granules', '1 teaspoon salt', '5 cups water', '1 tablespoon vegetable oil', '10 dried shrimp', '1 cup fresh pea vine shoots, trimmed', '1 teaspoon chicken bouillon granules', '0.25 teaspoon salt']",5 servings,"{'calories': '239 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '70 mg', 'fiberContent': '1 g', 'proteinContent': '15 g', 'saturatedFatContent': '4 g', 'sodiumContent': '786 mg', 'sugarContent': '2 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",asian,chinese,soups_and_stews,2401.84,290.72,95.11,86.89
Healing Cabbage Soup,https://www.allrecipes.com/recipe/82923/healing-cabbage-soup/,https://www.allrecipes.com/thmb/LPghmojMAhWACSgllZoo4xr3HiM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/82923-healing-cabbage-soup-ddmfs-4x3-0120-2847bb9e35504c658a6d677199db0c56.jpg,"['3 tablespoons olive oil', '0.5 onion, chopped', '2 cloves garlic, chopped', '2 quarts water', '4 teaspoons chicken bouillon granules', '1 teaspoon salt, or to taste', '0.5 teaspoon black pepper, or to taste', '0.5 head cabbage, cored and coarsely chopped', '1 (14.5 ounce) can Italian-style stewed tomatoes, drained and diced']",8 servings,"{'calories': '82 kcal', 'carbohydrateContent': '9 g', 'fiberContent': '2 g', 'proteinContent': '2 g', 'saturatedFatContent': '1 g', 'sodiumContent': '436 mg', 'sugarContent': '6 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",usa,na,na,564.1,10.73,42.19,45.37
Health Nut Blueberry Muffins,https://www.allrecipes.com/recipe/86894/health-nut-blueberry-muffins/,https://www.allrecipes.com/thmb/8_JlWWDPUyd7kFjNfNDU9f0-hXA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/354278-a20458d2fa6043ab8a679df3491934e3.jpg,"['0.75 cup all-purpose flour', '0.75 cup whole wheat flour', '0.75 cup white sugar', '0.25 cup oat bran', '0.25 cup quick cooking oats', '0.25 cup wheat germ', '1 teaspoon baking powder', '1 teaspoon baking soda', '0.25 teaspoon salt', '1 cup blueberries', '0.5 cup chopped walnuts', '1 cup buttermilk', '1 medium banana, mashed', '1 large egg', '1 tablespoon vegetable oil', '1 teaspoon vanilla extract']",12 servings,"{'calories': '196 kcal', 'carbohydrateContent': '33 g', 'cholesterolContent': '16 mg', 'fiberContent': '3 g', 'proteinContent': '5 g', 'saturatedFatContent': '1 g', 'sodiumContent': '223 mg', 'sugarContent': '16 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,bread,2316.16,58.58,68.26,391.71
